6717327,Yya !,1996169.0,Viens !
6717333,Yyaw !,2077418.0,Venez !
6717342,Aẓet !,2077424.0,Avancez !
6717353,Ṣubbed !,2077427.0,Descends !
6717358,Ruḥ !,2077454.0,File !
6717359,Ruḥet !,2077455.0,Filez !
6717364,Yyaw ad neqdec !,2156194.0,Travaillons !
6717373,Atan.,13389.0,Le voilà.
6717380,Taswiɛt.,13446.0,À plus.
6717384,Txedmeḍ ?,14262.0,Travaillez-vous ?
6717389,Sefhem iman-ik.,129154.0,Parle distinctement.
6717397,Ad tleḥḥu,134661.0,Elle marche.
6717405,Ad tetteddu.,134661.0,Elle marche.
6717409,Kullec ad iɛeddi.,181433.0,Ça ira.
6717413,Attan !,333964.0,La voilà !
6717426,Yyaw ad nṣub saygi.,335926.0,Descendons ici.
6717439,Yyaw ad nelḥu.,431417.0,Allons marcher.
6717442,Iruḥ.,432701.0,Il partit.
6717449,Yebba akken yelha !,474030.0,Bien cuit !
6717456,Susem axir !,543127.0,Ferme-la !
6717461,Ṭṭef axenfuc-ik !,543127.0,Ferme-la !
6717469,Deffir nwen.,547940.0,Après vous.
6717477,Ittazzal.,672262.0,Il court.
6717486,Kker ad nefteṛ.,715494.0,Allons déjeuner.
6717488,Muqel san !,880835.0,Ben voyons !
6717489,Aqli da.,1112332.0,Me voici.
6717461,Ṭṭef axenfuc-ik !,1158442.0,Tais-toi !
6717498,Ṭṭef axenfuc-im !,1158442.0,Tais-toi !
6717500,Ttut-tt !,1181616.0,Oubliez-le !
6717506,Ɛeddi ɣer zdat !,1257252.0,Passe devant !
6717508,Oh yaa !,1299284.0,Oh non !
6717512,Ad xelṣeɣ.,1302573.0,Je paierai.
6717518,Seḥmu iman-ik !,1846148.0,Échauffe-toi !
6717523,Heggit iman-nwen !,1846149.0,Échauffez-vous !
6717526,Seḥmut iman-nwen !,1846149.0,Échauffez-vous !
6717533,Ahasan dayen !,1850047.0,Arrête ça !
6717536,Rwel !,1850139.0,Sauve-toi !
6717544,Uɣal ɣer deffir !,1902588.0,Recule-toi !
6717314,Uɣalet ɣer deffir !,1902589.0,Reculez-vous !
6717552,Ur ttagadet ara !,1916591.0,Soyez calme !
6717553,Ur tqelliqet ara !,1916591.0,Soyez calme !
6717562,Ilik d aḥeqqani !,1916596.0,Sois juste !
6717562,Ilik d aḥeqqani !,1916599.0,Sois équitable !
6717581,Iniyi-d !,1927907.0,Dis-moi !
6717582,Awit-tt !,1927910.0,Prenez-le !
6717583,Anef-as ɣur-ek !,1927913.0,Garde-le !
6717584,Sken-iyi-d !,1973011.0,Montre-moi !
6718189,Skenet-iyi-d !,1973012.0,Montrez-moi !
6718330,Aẓet-d.,2464940.0,Approchez.
6718333,Ad ruḥeɣ.,1309865.0,Je pars.
6717319,Aha-san !,1534515.0,Vas-y !
6718347,Ulac aɣbel.,1802669.0,Sans problème.
6718380,Eǧǧ-aɣ,1996178.0,Laisse-nous !
6718382,Ǧǧet-aɣ !,1996182.0,Laissez-nous !
6718400,Muql-aɣ-d !,1996201.0,Regarde-nous !
6718405,Anwa ad d-yasen ?,2459986.0,Qui vient ?
6718417,Ad nruḥ.,2460119.0,Nous irons.
6718419,Ṣfeḍet-tt.,2464929.0,Nettoyez-le.
6718422,Ṣfeḍ-it.,2464930.0,Nettoie-le.
6718424,Ṣfeḍet wagi.,2464935.0,Nettoyez ça.
6718425,Walit wagi.,2464946.0,Regardez ça.
6718432,Yyaw ad neqqim.,3451168.0,Asseyons-nous.
6718433,Selleɣ.,3469017.0,J'écoute.
6718436,Seqɛed iman-ik.,4533894.0,Redresse-toi.
6718439,Yemma tettru.,4533902.0,Maman pleurait.
6718443,Ad ɛiwneɣ.,4585813.0,J'aiderai.
6718444,Ad cnuɣ.,4594041.0,Je chanterai.
6718454,Kečč tebdiḍ.,4653685.0,Tu commences.
6718456,Kunwi tebdam.,4653686.0,Vous commencez.
6718463,"Kečč, selḥu.",4653689.0,"Toi, conduis !"
6718465,Heggi iman-ik.,4767854.0,Prépare-toi.
6718467,Heggit iman-nwen.,4767855.0,Préparez-vous.
6718474,Yyaw ad nemsudan.,4767863.0,Embrassons-nous.
6718479,Nukni ad naɣ awal.,4777434.0,Nous obéirons.
6718483,Tom ad yeqqim.,5381091.0,Tom reste.
6718488,Ayɣer tseqsayeḍ ?,3184.0,Pourquoi demandes-tu ?
6718492,Ad t-ddmeɣ.,3383.0,Je le prends.
6718503,Semmeḍ lḥal.,3635.0,Il fait froid.
6718506,Ḥemmleɣ ad azzleɣ.,6224.0,J'aime courir.
6718513,Seqdaceɣ ayagi.,7077.0,J'utilise cela.
6718518,Atan dagi !,10192.0,Il est ici !
6718520,Wali axxam-agi.,10476.0,Regarde cette maison.
6718522,Wali tiḥdayin.,10498.0,Regarde les filles.
6718525,Ur ttruḥut ara.,10796.0,Ne partez pas.
6718532,Yettriḥi d aẓidan !,10655.0,Ça sent bon !
6718546,Γurwat imakaren.,11958.0,Attention aux pickpockets.
6718547,D yewhayem.,12355.0,C'est surprenant.
6718551,Mazal yekkat ugeffur.,13443.0,Il pleut encore.
6718554,Tessneḍ ad tnehreḍ ?,14091.0,Sais-tu conduire ?
6718556,Ur sɛiɣ ula duru.,14227.0,Je suis fauché.
6718557,Ttmeslayeɣ taglizit.,14325.0,Je parle anglais.
6718559,Yessen ad iɛum.,15394.0,Il nage bien.
6718562,Nekk d ajapunit.,14873.0,Je suis Japonais.
6718575,Ad yewwet azekka udeffel.,15793.0,Il neigera demain.
6718576,D sser.,332624.0,C'est secret.
6718577,Ǧǧet-iyi ad ɛerḍeɣ.,333048.0,Laisse-moi essayer.
6718578,Ḥezneɣ.,333733.0,Je suis triste.
6718582,Ɛeddan mraw ussan.,338262.0,Dix jours passèrent.
6718717,Nekk briɣ.,466776.0,Je suis divorcé.
7001043,Yal wa ad iḍumm zdat n uxxam-is sakin amaḍal meṛṛa ad yizdig.,7000399.0,Que chacun balaye devant sa porte et le monde entier sera propre.
7001046,Ad neddu s axxam.,7000396.0,Nous allons à la maison.
7001047,Ad neqqim deg uxxam,7000397.0,Nous rentrons à la maison.
7001049,Taqeddact tewwi-d lbira.,7000392.0,La serveuse apporte la bière.
7001050,Fessus am azul.,763517.0,C'est simple comme bonjour.
7001051,Yal wa isell ayen yegza.,7000303.0,Chacun n'entend que ce qu'il comprend.
7001052,Ttidireɣ s yilugan-iw.,6999032.0,Je vis selon mes propres règles.
7001053,Ala akud ara t-id-yinin.,6998374.0,Seul le temps le dira.
7001054,Ɣucceɣ ageffur.,6998089.0,Je déteste la pluie.
7001057,Mudd-iyi-d kilu n lxux.,6997952.0,Donnez-moi un kilo de pêches.
7001059,Ur d-rmiseɣ ara imayl ass-a.,6997632.0,Je n'ai pas reçu d'e-mail aujourd'hui.
7001061,S tidet Tom ibeddel isem?,6997627.0,Est-il vrai que Tom a changé son nom ?
7001062,S tidet Tom ur yessin ara ad iɛum?,6997621.0,Est-il vrai que Tom ne sait pas nager ?
7001063,Inzan weɛrit i tsuqilt.,6997610.0,Les phrases idiomatiques sont très difficiles à traduire.
7001064,Ur tessin kra.,6997607.0,Elle ne sait rien.
7001066,Ur ssinent kra.,6997608.0,Elles ne savent rien.
7001068,Ur yessin kra.,6997602.0,Il ne sait rien.
7001069,Ur ssinen kra.,6997603.0,Ils ne savent rien.
7001071,Awal itezzi kan ɣef yiwen n usentel.,6997420.0,La conversation retourne toujours au même sujet.
7001072,Isem-is n tidet d Lisa.,6997422.0,Son vrai nom est Lisa.
7001073,D azeggaɣ.,6997423.0,Il est rouge.
7001074,Aql-i di Maseṛ.,6997424.0,Je suis en Égypte.
7001075,Tanemmirt imi i aɣ-teǧǧiḍ ad neqqim dagi.,6997418.0,Merci de nous permettre de rester ici.
7001864,Sɛeddaɣ tameddit yelhan mliḥ.,6982201.0,J'ai passé une merveilleuse soirée.
7013910,Bɣiɣ tateffaḥt.,7013754.0,J'aimerais une pomme.
7013911,Yemmut sin n iseggasen-aya.,7013710.0,Il est mort depuis dix ans.
7013912,Yebna i yiman-is axxam amaynut.,7013688.0,Il s'est construit une nouvelle maison.
7013913,Efk-as taḥeṛṛast-nni i Ṭom.,7013683.0,Donne le pistolet à Tom.
7013914,Ṛuḥ ṛaju deg tkeṛṛust.,7013684.0,Va attendre dans la voiture.
7013915,Ttettwabna temdint-nni aseggas n 573.,7013622.0,La ville a été fondée en 573.
7013916,Feṛḥet!,7012208.0,Soyez content !
7013917,Fṛeḥ!,7012202.0,Sois content !
7013918,Sɛeddayeɣ lweqt yelhan.,7011743.0,Je passe du bon temps.
7013922,Mačči d tilemt tbewwaṭ-nni.,7011273.0,La boite n'est pas vide.
7013923,Llan meṛṛa da.,7011267.0,Ils étaient tous ici.
7013924,Llant meṛṛa da.,7011269.0,Elles étaient toutes ici.
7013927,Sutreɣ-as tabyirt-nniḍen i ubarman.,7011270.0,J'ai demandé une autre bière au barman.
7013928,Xedmen yemdukal-iw annect-a mebla nekki.,7011271.0,Mes amis ont fait ça sans moi.
7013931,Neɛṛeḍ yakkan wa.,7011272.0,Nous avons déjà essayé cela.
7013934,Tufiḍ-d ddwa?,7011265.0,As-tu trouvé un remède ?
7013936,Teḥma lqahwa-nni?,7011259.0,Est-ce que le café est chaud ?
7013939,Llan yid-k yimawlan-ik?,7011249.0,Est-ce que tes parents sont avec toi ?
7013942,Tjerḥeḍ-d?,7011252.0,Es-tu blessé ?
7013943,Tjerḥem-d?,7011254.0,Êtes-vous blessé ?
7013945,Ad ččeɣ tabanant d asegru.,7004358.0,"En dessert, je prends une banane."
7013949,Texdem-d Marie tiɣṛifin ass-a.,7010310.0,Marie a fait des crêpes aujourd'hui.
7013953,Seknet-iyi-d adlis-a !,7010281.0,Montrez-moi ce livre !
7013957,Anwa i ugaden warrac-nni ?,7009936.0,De qui les enfants ont-ils peur ?
7013960,Ur ilaq ara ad d-iḍes Tom.,7009898.0,Tom ne doit pas rire.
7013963,Ɣef wacu i theddṛem?,7008584.0,De quoi parlez-vous ?
7013964,Yufa Tom astilu.,7008573.0,Tom a trouvé un stylo.
7013967,Eǧǧ aqjun-nni deg beṛṛa !,7007784.0,Laisse le chien dehors !
7013968,"Tesɛiḍ tameṭṭut, alla?",7013891.0,"Tu as une femme, non ?"
7013969,Ilaq ad yeqqim deg beṛṛa weqjun-nni.,7007780.0,Le chien doit rester dehors !
7013970,Twalaḍ yakan ilu?,7007747.0,As-tu déjà vu un éléphant ?
7013972,Tettferfir tfirellest nnig n ssqef.,7007537.0,Une hirondelle vole au dessus du toit.
7013973,Ttaḍsant meṛṛa teqcicin-nni.,7007447.0,Toutes les filles riaient.
7013974,Ttaḍsan meṛṛa warrac-nni.,7007449.0,Tous les gars riaient.
7013977,Ḍsant meṛṛa teqcicin-nni.,7007439.0,Toutes les filles ont ri.
7013981,Zger abrid!,7007325.0,Traverse la rue.
7013982,Zegret abrid!,7007326.0,Traversez la rue.
7013983,Yuli uridut.,7007327.0,Le rideau se leva.
7013984,Ilaq akter.,7007332.0,Il en faut plus.
7013985,Teshel tespenyulit.,7007333.0,L'espagnol est facile.
7013988,Tefṛeḥ Marie i mi d-yewweḍ unebdu.,7007314.0,Marie est contente que l'été soit arrivé.
7013991,Ur bɣiɣ ara akka ad xedmeɣ annect-a.,7007259.0,Je ne veux plus faire ça.
7013993,Ur nesɛi ara lweqt ad nexdem annect-a tura.,7007262.0,Nous n'avons pas le temps de faire cela maintenant.
7013995,Ur nwiɣ ara ad txedmeḍ annect-a.,7007268.0,Je ne m'attendais pas à ce que tu fasses ça.
7013997,Tzemreḍ ad yi-d-tiniḍ d acu i d anamek n wezmul-a?,7007241.0,Peux-tu me dire ce que ce symbole veut dire ?
7013999,Zemreɣ ad ccfeɣ?,7007245.0,Puis-je prendre un bain ?
7014000,Nemyehḍaṛ s tefransist.,7007251.0,Nous nous sommes parlés en français.
7014000,Nemyehḍaṛ s tefransist.,7007253.0,Nous nous sommes parlées en français.
7014002,Ad ibeddel akk wannect-a.,7007255.0,Tout cela va changer.
7014003,Yuɛeṛ mliḥ.,7007228.0,C'était trop dur.
7014003,Yuɛeṛ mliḥ.,7007229.0,C'était trop difficile.
7014011,Tagnizit tettwahḍaṛ mesḥub di yal amkan.,7007232.0,L'anglais est parlé presque partout.
7014013,Ilaq ad nexdem annect-a lwaḥid.,7007234.0,Nous devrions faire cela ensemble.
7014017,Tzemrem ad yi-d-tinim d acu i d anemek n wezmul-a?,7007239.0,Pouvez-vous me dire ce que ce symbole signifie ?
7014019,Tom ihḍeṛ ɣef tsertit iḍ kamel akked yemdukal-is.,7006436.0,Tom a parlé politique toute la nuit avec ses amis.
7014021,Ur isɛi ara Tom iswan deg tudert-is.,7005114.0,Tom n'a pas de buts dans la vie.
7014026,Ur lliɣ ara mgal aɣawas-inek.,7004991.0,Je ne suis pas contre ton plan.
7014027,D awezɣi ad xedmeɣ ayen n diri i weqcic,7004992.0,Je ne ferais jamais de mal à un enfant.
7014029,Xeddmeɣ-t meḥsub yal ass.,7004982.0,Je le fais presque tous les jours.
7014057,Acḥal n tewlafin i d-tuɣeḍ?,7004979.0,Combien d'images as-tu achetées ?
7014059,Ifhem-ik-id Tom tura.,7004977.0,Tom te comprend maintenant.
7014061,Ahat zemreɣ ad d-qqleɣ azekka.,7003566.0,Je pourrais peut-être revenir demain.
7014068,Bɣiɣ ad ẓṛeɣ melmi ara d-yuɣal Tom.,7003542.0,Je veux savoir quand Tom sera de retour.
7014071,Feṛḥeɣ-ak.,7003545.0,Je suis heureux pour toi.
7014073,Yehmel Tom tibḥirt-nni.,7003010.0,Tom laisse le jardin à l'abandon.
7014075,"Anda ara tṛuḥem ? - ""Ar ssinimia. """,7002996.0,« Où allez-vous ? » « Au cinéma. »
7014078,Ad d-aɣeɣ kra n yidlisen.,1106801.0,J'achète quelques livres.
7014134,"Ih a Tom, Dayen!",7001332.0,"Ok, Tom, ça suffit !"
7014135,Ur ishil ara i uxeddim.,7001319.0,Ça n'a pas été facile à faire.
7014136,Ffɣet! Ur bɣiɣ ara ad heḍṛeɣ yid-wen!,7001305.0,Sortez ! Je ne veux plus vous parler !
7014137,Ffeɣ! Ur bɣiɣ ara akk ad heḍṛeɣ yid-k!,7001306.0,Sors ! Je ne veux plus te parler !
7014139,Feṛḥeɣ i mi tzemreḍ ad d-ternuḍ ɣuṛ-nneɣ.,7001245.0,Je suis heureux que tu aies pu nous rejoindre.
7014140,Tzemreḍ ad aɣ-d-theḍṛeḍ.,7001247.0,Tu peux nous parler.
7014142,Bɣiɣ ad ẓṛeɣ d acu i yexdem Tom iḍelli.,7001244.0,J'ai besoin de savoir ce qu'a fait Tom hier.
7014144,Isem-is Tom,7001080.0,Son nom est Tom.
7014146,Ad nṛuḥ ar wexxam.,7000396.0,Nous allons à la maison.
7014147,Ad nekcem ar wexxam.,7000397.0,Nous rentrons à la maison.
7014151,Yiwen ur isell ḥaca ayen i ifehhem.,7000303.0,Chacun n'entend que ce qu'il comprend.
7014152,D lwaqt ara t-id-iseknen.,6998374.0,Seul le temps le dira.
7014153,Kerheɣ ageffur.,6998089.0,Je déteste la pluie.
7014159,Ur yi-d-wwiḍen ara Imaylen ass-a.,6997632.0,Je n'ai pas reçu d'e-mail aujourd'hui.
7014161,Ɛni d tidet ibeddel Tom isem-is?,6997627.0,Est-il vrai que Tom a changé son nom ?
7014164,D tidet ur issin ara ad iɛumm Tom?,6997621.0,Est-il vrai que Tom ne sait pas nager ?
7014165,Ulac akk kra nniḍen i d-lemdeɣ.,6997006.0,Je n'ai rien appris de nouveau.
7014229,Ur kkatet ara uqbel ad wen-d-iniɣ!,5969706.0,Ne tirez pas avant mon ordre !
7014230,Xedmet ayen tebɣam am akken deg uxxam-nwen i tellam!,5969712.0,Faites comme chez vous !
7014231,Sexdamen adlis-a deg tneɣṛit n tespenyulit.,5990486.0,Elles utilisent ce livre en classe d'espagnol.
7014232,Tewweḍ tmacint-nni ar Lundun.,5992255.0,Le train est arrivé à Londres.
7014233,D acu-nniḍen i tebɣiḍ?,6970175.0,Que voulez-vous d'autre ?
7014234,D acu daɣen i tebɣiḍ?,6970175.0,Que voulez-vous d'autre ?
7014235,Tom ur izmir ara ad s-isel i Marie.,6969985.0,Tom ne peut entendre Marie.
7014238,Tom ur izmir ara ad s-iḥess i Marie.,6969985.0,Tom ne peut entendre Marie.
7014239,Nekk d ameṛkanti.,3291042.0,Je suis riche.
7014240,Yezdeɣ deg New York.,4948647.0,Il habite à New York.
7014241,"Kker fell-as, tessisneḍ-d iman-ik di leɛnaya-k!",5220970.0,"Lève-toi et présente-toi, s'il te plait."
7014243,Acḥal n tsetmatin i tesɛiḍ? Acḥal n watmaten i tesɛiḍ?,6971176.0,Combien as-tu de sœurs ? Combien as-tu de frères ?
7014244,Yiwen ur iẓṛi belli da i lliɣ.,6971122.0,Personne ne sait que je suis ici.
7014245,Yiwen ur iɛlim belli aql-i da.,6971122.0,Personne ne sait que je suis ici.
7014246,Teǧǧiḍ-iyi!,6971224.0,Tu m'as abandonné !
7014247,Teǧǧid-iyi!,6971225.0,Tu m'as abandonnée !
7014248,Layla tḥuss tettwahmel.,6971228.0,Layla s'est sentie abandonnée.
7014249,Layla tettḥussu tettwahmel.,6971229.0,Layla se sentit abandonnée.
7014342,Immut ɛecra iseggasen aya.,7013710.0,Il est mort depuis dix ans.
7014387,Ibna i yiman-is axxam amaynut.,7013688.0,Il s'est construit une nouvelle maison.
7014392,Ṛuḥ rǧu deg tkeṛṛust.,7013684.0,Va attendre dans la voiture.
7015059,Tom ur ittṛuḥu ara ad ifeṛṛeǧ tiliẓṛi.,7015025.0,Tom ne va pas regarder la télé.
7015060,"Ḥemmelɣ-kem a Marie. ""Acuɣeṛ i yi-txedɛeḍ ?""",7015013.0,"« Je t'aimais, Marie. » « Alors pourquoi m'as-tu trahie ? »"
7015061,Igduden yettinigen ṭṭafaṛen aman d tzegzewt.,7014798.0,Les peuples nomades suivent l'eau et les pâturages.
7015062,Azul fell-awen i sin!,7014663.0,Salutations à vous deux !
7015063,Aṭas-aya ma yewweḍ-iyi lexbeṛ n Marie ; ssarameɣ ur tt-yuɣ walu.,7014575.0,Cela fait longtemps que je n'ai plus eu de nouvelles de Marie ; j'espère qu'elle va bien.
7015075,Swaswa kan d ayen i nuḥwaǧ.,6972579.0,C'est exactement ce dont nous avons besoin.
7015077,Swaswa d ayen i nuḥwaǧ.,6972580.0,C'est exactement ce dont on a besoin.
7015078,Swaswa d ayen i ɣ-ilaqen.,6972581.0,C'est exactement ce qu'il nous faut.
7015081,Amek i zemreɣ ad t-ttuɣ?,6972574.0,Comment puis-je l'oublier ?
7015082,Nezmer ad nehḍer ɣef wayen yeḍṛan id iɛeddan?,6973623.0,Peut-on parler de ce qu'il s'est passé la nuit dernière ?
7015084,Ad yuɣal Tom mucaɛ.,6973624.0,Tom sera célèbre.
7015085,Ur ẓṛiɣ ara anwa i yuḥwaǧen ad yexdem annect-a.,6973626.0,Je ne sais pas qui a besoin de faire ça.
7015087,Ur tt-ttamen ara axaṭer dima teskidib.,6973619.0,"Ne la crois pas, parce qu'elle ment toujours."
7015089,Yuɛeṛ ad tamneḍ belli Tom ur iẓṛi ara belli tḥemmel-it Mary.,6973620.0,C'est dur à croire que Tom n'était pas conscient que Mary était amoureuse de lui.
7015090,Tom iḍeqqeṛ iceṭṭiḍen n temdakelt-is ar tmes.,6973617.0,Tom jeta les vêtements de sa copine dans le feu.
7015091,Ifka-yi-d adlis.,6972582.0,Il m'a donné un livre.
7015092,Ifka-yi-d taktubt.,6972582.0,Il m'a donné un livre.
7015093,Yuɣ-d Tomas taqeṛɛunt n zzit uzemmur.,6973854.0,Thomas a acheté une bouteille d'huile d'olive.
7015094,Aɣ-as awal i gma-k ameqqṛan!,6973853.0,Obéis à ton grand frère.
7015095,Tom iɛṛeḍ taẓidant-nni.,6973704.0,Tom a goûté le gâteau.
7015096,Ad xaqeɣ mliḥ fell-asen.,6973707.0,Ils vont vraiment me manquer.
7015097,Ad ten-cedhiɣ s waṭas.,6973707.0,Ils vont vraiment me manquer.
7015098,Ad xaqeɣ mliḥ fell-asent.,6973708.0,Elles vont vraiment me manquer.
7015099,Ad tent-cedhiɣ s waṭas.,6973708.0,Elles vont vraiment me manquer.
7015100,Tom yenn-a belli ur yehlik ara.,6973634.0,Tom a dit qu'il n'était pas malade.
7015101,"Ɣelḍeɣ, anaɣ?",6973989.0,"J'ai fait une erreur, non ?"
7015102,D tafyirt taḥerfit.,6974019.0,C'est une phrase simple.
7015103,Tom iḥemmel arrac.,6973910.0,Tom adore les enfants.
7015105,Ad as-teɛǧeb ccerba n Layla i Sami.,6973864.0,Sami va aimer la soupe de Layla.
7015106,Yiwen ur ibɣi ad t-txedmeḍ.,6973863.0,Personne ne veut que tu le fasses.
7015676,"Azekka-nni, yewweḍ-d Tom.",7015407.0,"Le jour suivant, Tom est arrivé."
7015681,Laqent-iyi tlata n sswayeɛ i wakken ad t-fakeɣ s tira.,754177.0,Il me faut trois heures pour le rédiger.
7015683,Tom ur yekkis ara tamart-is.,7014964.0,Tom n'était pas rasé.
7015686,"Ur tqelliqet ara iman-nwen ay arrac, ad d-lhuɣ yid-s.",7014956.0,"Ne vous inquiétez pas les gars, je m'en occupe."
7015690,Irgazen simmal ttuɣalen d imeqqṛanen.,7011730.0,Les hommes seront de plus en plus grands !
7015694,D ayla-k?,7011227.0,Est-ce les tiens ?
7015695,Lliɣ deg uxxam-iw.,7011217.0,J'étais dans mon appartement.
7015700,Meḥsub kifkif.,7010214.0,C'est presque pareil.
7018436,Ɣef acḥal ssaɛa ara ldin?,7018315.0,À quelle heure ouvrent-ils ?
7018438,Tura kullec igerrez.,7018333.0,Maintenant tout va bien.
